% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=113433, Tue Oct 18 13:13:26 2022, <python>{}</python>
1 6 2.0891791495802634 0 0 2.0807109385244185 2.060236838627142
2 12 1.5676666194061484 0 0 1.4147686436170792 1.3311838096302886
3 18 1.2587089847994373 0 0 1.0134522565074195 0.9585148211618303
4 24 1.1130728886669212 0 0 0.7682174312481722 0.8520773228860193
5 30 0.8563649676056754 0 0 0.526210308852775 0.5908033372797195
6 36 0.7240370792953611 0 0 0.4010797990698559 0.4843688803838837
7 42 0.676338872158559 0 0 0.3513746900148421 0.37146821133545566
8 48 0.5403322166010134 0 0 0.22862456234508605 0.28825385756713995
9 54 0.4299663620419935 0 0 0.1530530813761541 0.20881785253427762
10 60 0.38664947670303135 0 0 0.11927913253344961 0.18481347102961923
11 66 0.3417172153384613 0 0 0.09177704321280321 0.15993220539205655
12 72 0.3138358121711925 0 0 0.07119977773110517 0.14491368500995566
13 78 0.22495202865369263 0 0 0.04609986847477101 0.09458806413031262
14 84 0.20183538227839581 0 0 0.040739904168264764 0.07012362975622181
15 90 0.18613361288181676 0 0 0.03495306674431483 0.06093895613983481
16 96 0.20477701778868754 0 0 0.03564625883220383 0.07655299228404604
17 102 0.1540849460392253 0 0 0.023870413830434586 0.05312851603745704
18 108 0.1379619104114216 0 0 0.02008718302732143 0.047975249596683395
19 114 0.12433262213436276 0 0 0.014690111350448556 0.042484750615594785
20 120 0.11318523494984022 0 0 0.011249750727237214 0.041165198174992944
21 126 0.13146370810951744 0 0 0.012805003736356253 0.050636624252563565
22 132 0.10138559919013836 0 0 0.008353496723886295 0.03802630249177862
23 138 0.07650525719919689 0 0 0.005999758447288769 0.024557814814670443
24 144 0.08396960541853504 0 0 0.007325970874590056 0.025444431746709316
25 150 0.11176178780974891 0 0 0.012338538593416923 0.032505886786008624
26 156 0.10649291103251948 0 0 0.010773171280859294 0.026106158927011763
27 162 0.10001276481669638 0 0 0.009684855122520769 0.023613104470679075
28 168 0.09590506740858815 0 0 0.009293700411363747 0.022261213069760918
29 174 0.09306873565121423 0 0 0.01007337334286124 0.019582352925822385
30 180 0.08794448511704786 0 0 0.010661893597700867 0.01618752503951645
31 186 0.09384831469315029 0 0 0.012318277099109485 0.015175072157731803
32 192 0.10017671655710601 0 0 0.012477348142582757 0.015045848923925699
33 198 0.08363740152329802 0 0 0.00909602673252353 0.011724053894117683
34 204 0.0708300837804192 0 0 0.007751652737928333 0.008969055664599398
